[\\mb-fps3\Data\Data_T2\Res_Sa2_25\San_Lea_25.225|0|0],"","",""
MJRAW.SLIPA[12].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[13].TtwrawA315,"0","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[13].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[13].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[13].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[14].TtwrawA315,"0","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[14].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[14].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[14].TtwrawA318,"0","","Part VI.1 tax deduction"
MJRAW.SLIPA[15].TtwrawA315,"","","Prorated dividend allowance for a short taxation year"
MJRAW.SLIPA[15].TtwrawA316,"","","Dividend allowance required to minimize Part VI.1 tax"
MJRAW.SLIPA[15].TtwrawA317,"0","","Part VI.1 tax payable"
MJRAW.SLIPA[15].TtwrawA318,"0","","Part VI.1 tax deduction"
RSCIN[1].FDFVP.Ttwfvp3,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Name of person to contact for more information"
RSCIN[1].FDFVP.Ttwfvp4,"(514) 887-8685","(514) 887-8685","Telephone number including area code"
RSCIN[1].FDFVP.Ttwfvp23,"N","N","Is the production a Canadian co-production involving only qualified corporations?"
RSCIN[1].FDFVP.Ttwfvp25,"N","N","Is the production a treaty co-production?"
RSCIN[1].FDFVP.Ttwfvp27,"N","N","Is the production co-owned by a prescribed person?"
RSCIN[1].FDFVP.Ttwfvp7,"Y","Y","Were the activities of the corporation primarily the carrying on of a Canadian film or video production business through a permanent establishment in Canada?"
RSCIN[1].FDFVP.Ttwfvp15,"N","N","Is the production, or an interest in a person or partnership that directly or indirectly has an interest in the production, a tax shelter investment for purposes of section 143.2?"
FDFVS[1].Ttwfvs3,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Name of person to contact for more information"
FDFVS[1].Ttwfvs4,"(514) 887-8685","(514) 887-8685","Telephone number including area code"
FDFVS[1].Ttwfvs7,"Y","Y","Were the activities of the corporation in Canada primarily the carrying on of a film or video production business or a film or video production services business through a permanent establishment in Canada?"
MJRAW.SLIPA[2].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[2].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[3].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[3].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[4].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[4].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[5].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[5].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[6].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[6].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[7].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[7].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[8].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[8].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[9].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[9].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[10].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[10].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[11].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[11].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[12].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[12].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[13].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[13].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[14].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[14].TtwrawA609,"","","Part VI.2 tax payable"
MJRAW.SLIPA[15].TtwrawA600,"","","Allocation of the income deduction"
MJRAW.SLIPA[15].TtwrawA609,"","","Part VI.2 tax payable"
RSCIN[1].RSBFT.Ttwbft10,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Name of person to contact for more information"
RSCIN[1].RSBFT.Ttwbft11,"(514) 887-8685","(514) 887-8685","Telephone number"
RSCIN[1].RSBFT.Ttwbft42,"N","N","Has a completion certificate been obtained?"
RSCIN[1].RSBFT.Ttwbft44,"N","N","Is the production an interprovincial co-production?"
RSCIN[1].RSBFT.Ttwbft46,"N","N","Is the production a treaty co-production?"
QCQVP[1].Ttwqvp6,"1","1","Check the appropriate box(es) on form CO-1029.8.35."
MJRAW.SLIPA[2].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[2].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[2].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[3].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[3].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[3].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[4].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[4].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[4].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[5].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[5].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[5].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[6].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[6].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[6].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[7].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[7].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[7].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[8].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[8].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[8].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[9].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[9].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[9].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[10].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[10].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[10].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[11].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[11].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[11].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[12].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[12].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[12].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[13].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[13].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[13].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[14].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[14].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[14].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[15].TtwrawA311,"","","Taxable capital employed in Canada"
MJRAW.SLIPA[15].TtwrawA312,"","","Unused Part I tax credit from current and prior years and Part VI.2 tax credit from the current year"
MJRAW.SLIPA[15].TtwrawA313,"0","","Part VI tax payable"
MJRAW.SLIPA[2].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[3].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[4].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[5].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[6].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[7].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[8].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[9].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[10].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[11].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[12].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[13].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[14].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[15].TtwrawA457,"","","Newfoundland and Labrador capital tax on financial institutions"
MJRAW.SLIPA[2].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[3].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[4].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[5].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[6].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[7].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[8].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[9].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[10].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[11].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[12].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[13].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[14].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MJRAW.SLIPA[15].TtwrawA324,"","","Nova Scotia financial institutions capital tax"
MBCPU.Ttwcpu1,"4540 Papineau","4540 Papineau","MAILING ADDRESS"
MBCPU.Ttwcpu3,"Montreal","Montreal","MAILING ADDRESS"
MBCPU.Ttwcpu4,"QC","QC","MAILING ADDRESS – Province"
MBCPU.Ttwcpu5,"H2H 1V3","H2H 1V3","POSTAL CODE"
MJRAW.SLIPA[2].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[2].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[3].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[3].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[4].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[4].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[5].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[5].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[6].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[6].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[7].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[7].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[8].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[8].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[9].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[9].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[10].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[10].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[11].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[11].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[12].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[12].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[13].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[13].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[14].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[14].TtwrawA510,"","","Tax payable"
MJRAW.SLIPA[15].TtwrawA509,"","","Taxable income before deduction"
MJRAW.SLIPA[15].TtwrawA510,"","","Tax payable"
RSOLX.FED.Ttwolx105,"ITC pre-production mining expenditures","ITC pre-production mining expenditures","Part 4 – Regular expenses – Other deductions or transfers – Description"
RSOLX.ALB.Ttwolx105,"ITC pre-production mining expenditures","ITC pre-production mining expenditures","other deductions or transfers"
FDINF.Ttwinf220,"N","N","Select this box if you want the first 2 payments to be calculated without taking the applicable threshold into account?"
FDINF.Ttwinf69,"2,306","2,225","Part I tax"
FDINF.Ttwinf180,"2,306","2,225","Part I tax"
QCINQ.Ttwinq66,"1","1","Indicate instalment method chosen [1-3]"
QCINQ.Ttwinq220,"Y","Y","Does the corporation have income from an active business carried on during either the current or previous year?"
QCINQ.Ttwinq249,"N","N","Select this box if you want the first 2 payments to be calculated without taking the applicable threshold into account"
QCINQ.Ttwinq69,"820","792","Income tax"
QCINQ.Ttwinq230,"820","792","Income tax"
HSNIS.Ttwnis8,"H2H 1V3","H2H 1V3","Postal Code"
HSNIS.Ttwnis11,"(514) 887-8685","(514) 887-8685","Primary business telephone"
HSNIS.Ttwnis843,"N","N","Is the contact person the preparer?"
HSNIS.Ttwnis10,"H2H 1V3","H2H 1V3","Postal Code"
HSNIS.Ttwnis13,"(514) 887-8685","(514) 887-8685","Business Phone Number"
HSNIS.Ttwnis952,"N","N","Crop Year"
HSNIS.Ttwnis973,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Name of representative (corporations and trusts)"
HSNIS.Ttwnis857,"H2H 1V3","H2H 1V3","Postal code"
HSNIS.Ttwnis859,"(514) 887-8685","(514) 887-8685","Primary business phone number"
HSNIS.TTwnis1197,"2","2","Did you have breeding livestock in the program year?"
HSNIS.TTwnis1198,"2","2","Did you buy livestock in the program year?"
HSNIS.TTwnis1199,"2","2","Did you sell livestock in the program year?"
HSNIS.TTwnis1200,"2","2","Did you have crops in inventory at the end of the program year?"
HSNIS.TTwnis1201,"2","2","Did you own livestock at the end of the program year?"
HSNIS.Ttwnis769,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Contact Person – Name"
HSNIS.Ttwnis772,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Name"
HSHIS.Ttwhis1,"4540 Papineau","4540 Papineau","Participant – Mailing Address"
HSHIS.Ttwhis3,"H2H 1V3","H2H 1V3","Participant – Postal Code"
HSHIS.Ttwhis5,"(514) 887-8685","(514) 887-8685","Participant – Telephone (days)"
HSHIS.Ttwhis7,"Gurpreet Singh Sandhu","Gurpreet Singh Sandhu","Contact Person – Name"
HSHIS.Ttwhis8,"4540 Papineau","4540 Papineau","Contact Person – Mailing Address"
HSHIS.Ttwhis10,"H2H 1V3","H2H 1V3","Contact Person – Postal Code"
HSHIS.Ttwhis11,"(514) 887-8685","(514) 887-8685","Contact person – Telephone number"
HSHIS.Ttwhis319,"N","N","Is the contact person the preparer?"
HSFIV.Ttafiv103,"25,621","28,064","1st prior year – Federal information (T2) – Net income"
HSFIV.Ttafiv104,"25,621","24,729","1st prior year – Federal information (T2) – Taxable income"
HSFIV.Ttafiv105,"25,621","28,064","1st prior year – Federal information (T2) – Active business income"
HSFIV.Ttafiv102,"2,306","2,225","1st prior year – Federal information (T2) – Balance due/refund"
HSFIV.Ttafiv505,"2,306","2,225","1st prior year – Federal taxes – Part I"
HSFIV.Ttafiv112,"4,868","4,699","1st prior year – Credits against Part I tax – Small business deduction"
HSFIV.Ttafiv118,"2,562","2,473","1st prior year – Credits against Part I tax – Abatement/other"
HSFIV.Ttafiv634,"25,628","28,075","1st prior year – Québec (CO-17) –  Net income"
HSFIV.Ttafiv639,"25,628","24,767","1st prior year – Québec (CO-17) –  Taxable income"
HSFIV.Ttafiv644,"1.0000","1.0000","1st prior year – Québec (CO-17) –  % Allocation"
HSFIV.Ttafiv133,"25,628","24,767","1st prior year – Québec (CO-17) – Attributed taxable income"
HSFIV.Ttafiv134,"820","792","1st prior year – Québec (CO-17) – Income tax payable before deduction"
HSFIV.Ttafiv136,"820","792","1st prior year – Québec (CO-17) – Net income tax payable"
HSFIV.Ttafiv137,"102,715","104,771","1st prior year – Québec (CO-17) – Taxable capital"
HSFIV.Ttafiv138,"101","98","1st prior year – Québec (CO-17) – Capital tax payable"
HSFIV.Ttafiv139,"921","890","1st prior year – Québec (CO-17) – Total tax payable"
HSFIV.Ttafiv140,"921","890","1st prior year – Québec (CO-17) – Balance due/refund"
HSFIV.Ttafiv203,"28,064","9,273","2nd prior year – Federal information (T2) – Net income"
HSFIV.Ttafiv204,"24,729","","2nd prior year – Federal information (T2) – Taxable income"
HSFIV.Ttafiv205,"28,064","9,273","2nd prior year – Federal information (T2) – Active business income"
HSFIV.Ttafiv202,"2,225","","2nd prior year – Federal information (T2) – Balance due/refund"
HSFIV.Ttafiv506,"2,225","","2nd prior year – Federal taxes – Part I"
HSFIV.Ttafiv212,"4,699","","2nd prior year – Credits against Part I tax – Small business deduction"
HSFIV.Ttafiv218,"2,473","","2nd prior year – Credits against Part I tax – Abatement/other"
HSFIV.Ttafiv635,"28,075","9,286","2nd prior year – Québec (CO-17) –  Net income"
HSFIV.Ttafiv640,"24,767","","2nd prior year – Québec (CO-17) –  Taxable income"
HSFIV.Ttafiv645,"1.0000","1.0000","2nd prior year – Québec (CO-17) –  % Allocation"
HSFIV.Ttafiv233,"24,767","","2nd prior year – Québec (CO-17) – Attributed taxable income"
HSFIV.Ttafiv234,"792","","2nd prior year – Québec (CO-17) – Income tax payable before deduction"
HSFIV.Ttafiv236,"792","","2nd prior year – Québec (CO-17) – Net income tax payable"
HSFIV.Ttafiv237,"104,771","125,341","2nd prior year – Québec (CO-17) – Taxable capital"
HSFIV.Ttafiv238,"98","95","2nd prior year – Québec (CO-17) – Capital tax payable"
HSFIV.Ttafiv239,"890","95","2nd prior year – Québec (CO-17) – Total tax payable"
